,0,1,2,3,4,5,6,7,8,9,10
train_loss,1.016850578997126,0.9457104032902293,0.8892215304014928,0.8556260038772594,0.8270482596423652,0.7979963976462207,0.7751182371466856,0.7586413575728946,0.7395097526227774,0.7236147029836093,0.7126706852996746
train_acc,0.5207898,0.5365713,0.55024505,0.5544066,0.56393677,0.5696116,0.5766196,0.5820603,0.58917636,0.5944729,0.60045403
valid_loss,0.7915669799543524,0.7982150514500849,0.7559851193364321,0.7580950440081826,0.7474243884423364,0.7512549193436504,0.7346751813418329,0.7431298723115823,0.773843525476172,0.738320199796771,0.7360583222722985
valid_acc,0.4908061,0.49207836,0.504953,0.50776964,0.5114744,0.5163554,0.5216125,0.5361995,0.49294254,0.5163314,0.52662957
